#description: jpscore (0.8.4)
#count: 0
#framerate: 1.00
#geometry: /home/siddharth/Documents/Building Evacuation/project_main/./Dynamic-Evacuation/case_2_single_floor_door_schedule/events_geo.xml
#ID: the agent ID
#FR: the current frame
#X,Y,Z: the agents coordinates (in metres)
#A, B: semi-axes of the ellipse
#ANGLE: orientation of the ellipse
#COLOR: color of the ellipse

#ID	FR	X	Y	Z	A	B	ANGLE	COLOR	
10	1	2.09	6.76	0.00	0.38	0.21	-71.98	204	
11	1	0.62	6.93	0.00	0.26	0.23	-29.55	87	
12	1	0.62	7.90	0.00	0.28	0.23	-38.13	103	
13	1	2.05	7.85	0.00	0.28	0.23	-70.71	103	
14	1	3.86	6.88	0.00	0.26	0.23	-154.25	81	
15	1	2.98	7.81	0.00	0.31	0.23	-94.81	127	
16	1	4.40	8.82	0.00	0.32	0.22	-121.76	139	
17	1	4.33	6.50	0.00	0.28	0.23	-179.88	98	
18	1	0.61	7.42	0.00	0.27	0.23	-32.99	87	
19	1	2.51	8.80	0.00	0.30	0.23	-85.48	125	
20	1	4.36	7.84	0.00	0.31	0.22	-130.72	132	
21	1	1.59	6.50	0.00	0.22	0.24	-0.10	41	
22	1	0.60	8.85	0.00	0.30	0.23	-53.15	118	
23	1	3.91	8.32	0.00	0.31	0.22	-117.19	135	
24	1	1.11	6.50	0.00	0.24	0.24	0.38	65	
25	1	2.07	7.32	0.00	0.31	0.22	-66.40	129	
26	1	3.92	9.30	0.00	0.32	0.22	-111.51	145	
1	2	1.21	9.10	0.00	0.30	0.23	-58.80	120	
2	2	1.20	6.88	0.00	0.21	0.24	-0.63	33	
3	2	1.67	7.29	0.00	0.24	0.24	-48.95	64	
4	2	1.22	8.64	0.00	0.29	0.23	-53.97	109	
5	2	2.99	9.01	0.00	0.31	0.22	-91.94	135	
6	2	1.68	6.88	0.00	0.20	0.25	1.18	15	
7	2	3.31	7.05	0.00	0.33	0.22	-110.71	151	
8	2	4.30	9.07	0.00	0.31	0.22	-115.91	128	
9	2	0.75	6.50	0.00	0.24	0.24	0.81	64	
10	2	2.21	6.32	0.00	0.42	0.20	-75.94	246	
11	2	0.74	6.88	0.00	0.23	0.24	1.02	52	
12	2	0.77	7.79	0.00	0.26	0.23	-32.53	79	
13	2	2.12	7.68	0.00	0.27	0.23	-69.96	87	
14	2	3.78	6.88	0.00	0.21	0.24	179.76	28	
15	2	2.96	7.56	0.00	0.31	0.23	-93.25	128	
16	2	4.26	8.61	0.00	0.29	0.23	-123.25	116	
17	2	4.16	6.50	0.00	0.25	0.24	179.64	75	
18	2	0.73	7.35	0.00	0.24	0.24	-29.26	59	
19	2	2.53	8.58	0.00	0.29	0.23	-82.04	110	
20	2	4.22	7.68	0.00	0.27	0.23	-134.71	90	
21	2	1.68	6.50	0.00	0.22	0.24	-0.37	43	
22	2	0.73	8.68	0.00	0.28	0.23	-50.12	96	
23	2	3.80	8.10	0.00	0.29	0.23	-118.30	113	
24	2	1.23	6.50	0.00	0.23	0.24	0.98	53	
25	2	2.17	7.08	0.00	0.32	0.22	-70.91	144	
26	2	3.82	9.05	0.00	0.31	0.22	-111.79	131	
1	3	1.33	8.91	0.00	0.28	0.23	-58.80	107	
2	3	1.27	6.88	0.00	0.21	0.25	1.83	29	
3	3	1.75	7.18	0.00	0.25	0.24	-52.84	67	
4	3	1.34	8.47	0.00	0.28	0.23	-54.77	101	
5	3	2.98	8.76	0.00	0.30	0.23	-91.28	118	
6	3	1.71	6.88	0.00	0.19	0.25	-1.92	9	
7	3	3.21	6.87	0.00	0.23	0.24	-128.79	54	
8	3	4.19	8.86	0.00	0.29	0.23	-115.87	111	
9	3	0.86	6.50	0.00	0.22	0.24	1.18	44	
10	3	2.29	5.88	0.00	0.34	0.22	-121.37	159	
11	3	0.83	6.88	0.00	0.22	0.24	0.98	37	
12	3	0.89	7.71	0.00	0.25	0.24	-32.32	68	
13	3	2.17	7.52	0.00	0.27	0.23	-73.53	86	
14	3	3.73	6.88	0.00	0.21	0.24	-179.28	26	
15	3	2.94	7.32	0.00	0.29	0.23	-100.18	115	
16	3	4.14	8.43	0.00	0.29	0.23	-123.29	107	
17	3	4.03	6.50	0.00	0.24	0.24	179.68	56	
18	3	0.83	7.29	0.00	0.23	0.24	-29.70	49	
19	3	2.57	8.38	0.00	0.27	0.23	-82.57	94	
20	3	4.10	7.56	0.00	0.26	0.23	-134.64	83	
21	3	1.74	6.50	0.00	0.20	0.25	-0.70	21	
22	3	0.85	8.54	0.00	0.27	0.23	-50.68	87	
23	3	3.70	7.92	0.00	0.27	0.23	-119.04	98	
24	3	1.32	6.50	0.00	0.22	0.24	1.22	41	
25	3	2.26	6.77	0.00	0.36	0.21	-78.69	179	
26	3	3.73	8.83	0.00	0.29	0.23	-111.77	114	
1	4	1.43	8.74	0.00	0.27	0.23	-60.74	94	
2	4	1.32	6.88	0.00	0.20	0.25	2.22	26	
3	4	1.84	7.07	0.00	0.26	0.24	-55.15	79	
4	4	1.44	8.32	0.00	0.27	0.23	-57.83	91	
5	4	2.97	8.56	0.00	0.27	0.23	-93.65	92	
6	4	1.72	6.88	0.00	0.19	0.25	-5.18	3	
7	4	3.19	6.85	0.00	0.20	0.25	-112.45	20	
8	4	4.11	8.68	0.00	0.27	0.23	-114.96	95	
9	4	0.95	6.50	0.00	0.22	0.24	0.02	41	
10	4	1.94	5.74	0.00	0.41	0.20	-172.60	230	
11	4	0.90	6.88	0.00	0.21	0.24	2.00	33	
12	4	0.99	7.65	0.00	0.24	0.24	-33.94	62	
13	4	2.22	7.35	0.00	0.26	0.23	-72.92	85	
14	4	3.68	6.88	0.00	0.20	0.25	179.17	17	
15	4	2.89	7.09	0.00	0.32	0.22	-98.63	138	
16	4	4.04	8.27	0.00	0.27	0.23	-123.37	90	
17	4	3.93	6.50	0.00	0.23	0.24	179.62	48	
18	4	0.90	7.25	0.00	0.22	0.24	-33.15	40	
19	4	2.59	8.20	0.00	0.27	0.23	-83.13	87	
20	4	3.99	7.46	0.00	0.24	0.24	-135.35	64	
21	4	1.79	6.50	0.00	0.21	0.24	-0.12	34	
22	4	0.95	8.41	0.00	0.26	0.23	-51.49	82	
23	4	3.61	7.78	0.00	0.25	0.24	-122.32	71	
24	4	1.40	6.50	0.00	0.22	0.24	1.07	41	
25	4	2.31	6.43	0.00	0.36	0.21	-83.56	186	
26	4	3.66	8.64	0.00	0.27	0.23	-111.36	94	
1	5	1.52	8.58	0.00	0.27	0.23	-62.04	90	
2	5	1.36	6.88	0.00	0.20	0.25	2.89	18	
3	5	1.93	6.93	0.00	0.27	0.23	-60.90	91	
4	5	1.53	8.17	0.00	0.27	0.23	-58.50	88	
5	5	2.95	8.39	0.00	0.26	0.23	-95.80	81	
6	5	1.73	6.88	0.00	0.18	0.25	-4.37	2	
7	5	3.18	6.83	0.00	0.18	0.25	126.49	0	
8	5	4.03	8.51	0.00	0.26	0.23	-114.88	85	
9	5	1.02	6.50	0.00	0.22	0.25	1.43	35	
10	5	1.46	5.71	0.00	0.43	0.20	-178.53	251	
11	5	0.96	6.88	0.00	0.21	0.24	1.92	29	
12	5	1.09	7.58	0.00	0.23	0.24	-34.61	55	
13	5	2.27	7.18	0.00	0.27	0.23	-75.39	95	
14	5	3.64	6.88	0.00	0.20	0.25	-179.05	22	
15	5	2.86	6.76	0.00	0.38	0.21	-94.72	201	
16	5	3.95	8.13	0.00	0.26	0.23	-122.08	78	
17	5	3.84	6.50	0.00	0.22	0.24	178.65	43	
18	5	0.96	7.21	0.00	0.21	0.24	-34.99	34	
19	5	2.60	8.03	0.00	0.27	0.23	-85.33	87	
20	5	3.91	7.38	0.00	0.23	0.24	-133.59	51	
21	5	1.85	6.50	0.00	0.20	0.25	0.46	22	
22	5	1.05	8.29	0.00	0.26	0.23	-51.15	78	
23	5	3.54	7.67	0.00	0.23	0.24	-121.39	57	
24	5	1.47	6.50	0.00	0.21	0.24	0.83	31	
25	5	2.34	6.01	0.00	0.41	0.20	-87.06	238	
26	5	3.59	8.47	0.00	0.26	0.23	-112.20	87	
1	6	1.59	8.44	0.00	0.25	0.24	-63.67	75	
2	6	1.40	6.88	0.00	0.20	0.25	3.90	17	
3	6	1.98	6.86	0.00	0.20	0.25	0.66	15	
4	6	1.61	8.03	0.00	0.25	0.24	-62.53	69	
5	6	2.94	8.23	0.00	0.26	0.24	-95.77	76	
6	6	1.73	6.88	0.00	0.19	0.25	7.84	4	
7	6	3.17	6.82	0.00	0.18	0.25	171.71	5	
8	6	3.97	8.37	0.00	0.26	0.23	-112.42	77	
9	6	1.09	6.51	0.00	0.21	0.25	1.01	32	
10	6	0.97	5.71	0.00	0.43	0.20	-179.51	254	
11	6	1.01	6.88	0.00	0.21	0.24	0.89	26	
12	6	1.17	7.52	0.00	0.22	0.24	-37.53	43	
13	6	2.31	6.98	0.00	0.30	0.23	-78.81	120	
14	6	3.60	6.88	0.00	0.20	0.25	-179.08	23	
15	6	2.81	6.34	0.00	0.40	0.21	-100.10	225	
16	6	3.87	8.00	0.00	0.25	0.24	-119.20	72	
17	6	3.75	6.50	0.00	0.23	0.24	-179.95	49	
18	6	1.01	7.17	0.00	0.21	0.24	-35.80	33	
19	6	2.62	7.86	0.00	0.26	0.23	-86.56	82	
20	6	3.85	7.31	0.00	0.23	0.24	-130.46	47	
21	6	1.88	6.50	0.00	0.20	0.25	0.47	17	
22	6	1.14	8.18	0.00	0.25	0.24	-52.49	66	
23	6	3.49	7.58	0.00	0.23	0.24	-119.26	53	
24	6	1.53	6.50	0.00	0.20	0.24	1.29	24	
25	6	2.11	5.77	0.00	0.37	0.21	-164.76	195	
26	6	3.53	8.32	0.00	0.26	0.23	-110.41	78	
1	7	1.65	8.31	0.00	0.24	0.24	-64.36	65	
2	7	1.43	6.88	0.00	0.19	0.25	0.87	12	
3	7	2.00	6.84	0.00	0.19	0.25	-69.78	12	
4	7	1.67	7.92	0.00	0.24	0.24	-63.00	62	
5	7	2.92	8.09	0.00	0.25	0.24	-95.83	71	
6	7	1.74	6.88	0.00	0.18	0.25	13.67	3	
7	7	3.16	6.82	0.00	0.18	0.25	-164.96	1	
8	7	3.92	8.23	0.00	0.25	0.24	-110.37	70	
9	7	1.15	6.51	0.00	0.20	0.25	1.56	24	
10	7	0.47	5.70	0.00	0.43	0.20	-179.72	254	
11	7	1.06	6.88	0.00	0.20	0.25	-0.49	20	
12	7	1.23	7.47	0.00	0.22	0.24	-39.52	37	
13	7	2.36	6.70	0.00	0.34	0.22	-84.94	161	
14	7	3.55	6.88	0.00	0.21	0.25	-179.98	25	
15	7	2.66	5.93	0.00	0.37	0.21	-135.79	198	
16	7	3.81	7.88	0.00	0.24	0.24	-116.67	64	
17	7	3.65	6.51	0.00	0.23	0.24	179.62	49	
18	7	1.06	7.13	0.00	0.21	0.25	-39.66	27	
19	7	2.62	7.70	0.00	0.26	0.23	-88.01	81	
20	7	3.79	7.24	0.00	0.23	0.24	-126.78	46	
21	7	1.91	6.50	0.00	0.18	0.25	9.42	4	
22	7	1.21	8.08	0.00	0.24	0.24	-53.43	56	
23	7	3.44	7.49	0.00	0.23	0.24	-119.76	51	
24	7	1.57	6.50	0.00	0.19	0.25	3.80	14	
25	7	1.69	5.72	0.00	0.40	0.20	-177.37	221	
26	7	3.48	8.18	0.00	0.24	0.24	-109.03	67	
1	8	1.71	8.20	0.00	0.24	0.24	-64.54	62	
2	8	1.45	6.88	0.00	0.19	0.25	6.20	10	
3	8	2.05	6.72	0.00	0.28	0.23	-66.48	101	
4	8	1.72	7.82	0.00	0.23	0.24	-62.19	50	
5	8	2.91	7.95	0.00	0.25	0.24	-97.13	72	
6	8	1.75	6.88	0.00	0.19	0.25	6.67	5	
7	8	3.16	6.82	0.00	0.18	0.25	169.18	0	
8	8	3.87	8.11	0.00	0.24	0.24	-111.14	62	
9	8	1.18	6.51	0.00	0.20	0.25	1.10	22	
11	8	1.10	6.88	0.00	0.20	0.25	1.51	16	
12	8	1.28	7.43	0.00	0.21	0.24	-39.88	33	
13	8	2.35	6.42	0.00	0.32	0.22	-92.73	139	
14	8	3.50	6.88	0.00	0.20	0.25	179.03	20	
15	8	2.35	5.75	0.00	0.36	0.21	-159.04	180	
16	8	3.76	7.78	0.00	0.23	0.24	-117.44	54	
17	8	3.55	6.51	0.00	0.23	0.24	179.73	48	
18	8	1.10	7.10	0.00	0.20	0.25	-40.00	25	
19	8	2.62	7.54	0.00	0.26	0.23	-91.85	81	
20	8	3.74	7.16	0.00	0.23	0.24	-120.96	47	
21	8	1.92	6.50	0.00	0.19	0.25	-2.67	8	
22	8	1.27	8.00	0.00	0.23	0.24	-53.05	53	
23	8	3.39	7.41	0.00	0.22	0.24	-120.41	45	
24	8	1.59	6.51	0.00	0.19	0.25	3.00	14	
25	8	1.25	5.71	0.00	0.41	0.20	-179.17	230	
26	8	3.44	8.07	0.00	0.24	0.24	-109.84	61	
1	9	1.76	8.09	0.00	0.23	0.24	-65.48	56	
2	9	1.47	6.88	0.00	0.19	0.25	1.28	13	
3	9	2.13	6.52	0.00	0.31	0.23	-67.77	128	
4	9	1.76	7.74	0.00	0.23	0.24	-60.68	47	
5	9	2.89	7.81	0.00	0.25	0.24	-97.22	68	
6	9	1.76	6.88	0.00	0.19	0.25	-2.42	6	
7	9	3.16	6.82	0.00	0.18	0.25	175.91	0	
8	9	3.83	8.00	0.00	0.24	0.24	-109.46	57	
9	9	1.24	6.51	0.00	0.21	0.25	-0.06	28	
11	9	1.13	6.88	0.00	0.20	0.25	1.79	19	
12	9	1.33	7.39	0.00	0.21	0.24	-42.51	32	
13	9	2.36	6.10	0.00	0.37	0.21	-86.10	198	
14	9	3.47	6.88	0.00	0.19	0.25	176.23	10	
15	9	1.98	5.67	0.00	0.39	0.21	-175.30	214	
16	9	3.71	7.69	0.00	0.23	0.24	-114.73	48	
17	9	3.47	6.51	0.00	0.22	0.24	-179.49	37	
18	9	1.14	7.06	0.00	0.21	0.24	-43.40	31	
19	9	2.62	7.38	0.00	0.27	0.23	-91.14	86	
20	9	3.69	7.08	0.00	0.23	0.24	-115.25	49	
21	9	1.94	6.50	0.00	0.19	0.25	-1.38	15	
22	9	1.33	7.91	0.00	0.23	0.24	-54.29	49	
23	9	3.35	7.33	0.00	0.22	0.24	-118.78	42	
24	9	1.63	6.51	0.00	0.20	0.24	0.55	26	
25	9	0.77	5.71	0.00	0.43	0.20	-179.49	251	
26	9	3.40	7.96	0.00	0.23	0.24	-108.72	56	
1	10	1.80	7.99	0.00	0.23	0.24	-65.85	55	
2	10	1.49	6.88	0.00	0.19	0.25	1.23	11	
3	10	2.23	6.24	0.00	0.33	0.22	-70.35	148	
4	10	1.81	7.65	0.00	0.23	0.24	-60.78	49	
5	10	2.87	7.69	0.00	0.24	0.24	-100.43	59	
6	10	1.77	6.88	0.00	0.19	0.25	-1.50	4	
7	10	3.16	6.82	0.00	0.18	0.25	141.12	0	
8	10	3.79	7.90	0.00	0.23	0.24	-107.74	54	
9	10	1.29	6.51	0.00	0.21	0.25	1.79	25	
11	10	1.17	6.88	0.00	0.19	0.25	1.56	13	
12	10	1.38	7.35	0.00	0.21	0.24	-43.29	29	
13	10	2.22	5.82	0.00	0.35	0.22	-155.98	172	
14	10	3.46	6.88	0.00	0.18	0.25	-167.06	1	
15	10	1.54	5.65	0.00	0.40	0.21	-179.17	225	
16	10	3.68	7.61	0.00	0.22	0.24	-112.34	40	
17	10	3.40	6.51	0.00	0.21	0.25	178.88	32	
18	10	1.18	7.02	0.00	0.21	0.25	-47.35	26	
19	10	2.62	7.20	0.00	0.27	0.23	-88.62	96	
20	10	3.65	6.98	0.00	0.24	0.24	-112.00	58	
21	10	1.97	6.50	0.00	0.19	0.25	4.66	11	
22	10	1.39	7.84	0.00	0.22	0.24	-52.99	40	
23	10	3.31	7.26	0.00	0.22	0.24	-118.56	45	
24	10	1.68	6.51	0.00	0.20	0.24	0.68	20	
25	10	0.28	5.70	0.00	0.43	0.20	-179.56	254	
26	10	3.37	7.86	0.00	0.23	0.24	-109.35	50	
1	11	1.85	7.89	0.00	0.23	0.24	-65.97	53	
2	11	1.52	6.89	0.00	0.19	0.25	5.01	11	
3	11	2.30	5.91	0.00	0.32	0.22	-121.12	144	
4	11	1.86	7.57	0.00	0.23	0.24	-62.59	49	
5	11	2.85	7.57	0.00	0.24	0.24	-101.95	58	
6	11	1.78	6.88	0.00	0.19	0.25	6.92	3	
7	11	3.16	6.82	0.00	0.18	0.25	-141.74	0	
8	11	3.76	7.80	0.00	0.24	0.24	-106.85	55	
9	11	1.34	6.51	0.00	0.20	0.25	0.49	24	
11	11	1.19	6.88	0.00	0.19	0.25	3.00	8	
12	11	1.42	7.31	0.00	0.21	0.24	-46.07	27	
13	11	1.85	5.74	0.00	0.39	0.21	-175.89	214	
14	11	3.45	6.86	0.00	0.22	0.24	-128.09	42	
15	11	1.09	5.65	0.00	0.42	0.20	-179.83	244	
16	11	3.65	7.54	0.00	0.22	0.24	-109.84	44	
17	11	3.35	6.51	0.00	0.20	0.25	-179.08	17	
18	11	1.22	6.98	0.00	0.21	0.24	-53.13	31	
19	11	2.62	7.00	0.00	0.29	0.23	-89.80	114	
20	11	3.60	6.87	0.00	0.23	0.24	-124.59	50	
21	11	1.98	6.50	0.00	0.18	0.25	-4.78	0	
22	11	1.43	7.79	0.00	0.21	0.24	-54.94	30	
23	11	3.26	7.17	0.00	0.23	0.24	-117.72	49	
24	11	1.72	6.51	0.00	0.20	0.24	1.08	22	
26	11	3.34	7.77	0.00	0.22	0.24	-107.26	47	
1	12	1.89	7.81	0.00	0.22	0.24	-64.36	44	
2	12	1.54	6.89	0.00	0.19	0.25	0.68	14	
3	12	2.01	5.78	0.00	0.37	0.21	-170.57	194	
4	12	1.90	7.49	0.00	0.22	0.24	-62.55	45	
5	12	2.82	7.46	0.00	0.24	0.24	-102.77	61	
6	12	1.80	6.88	0.00	0.19	0.25	1.97	12	
7	12	3.16	6.82	0.00	0.18	0.25	158.94	1	
8	12	3.74	7.73	0.00	0.21	0.24	-109.72	30	
9	12	1.39	6.51	0.00	0.21	0.25	-0.70	26	
11	12	1.20	6.88	0.00	0.18	0.25	-7.22	3	
12	12	1.45	7.27	0.00	0.21	0.24	-47.45	26	
13	12	1.42	5.73	0.00	0.40	0.21	-179.02	224	
14	12	3.44	6.86	0.00	0.18	0.25	147.03	1	
15	12	0.60	5.65	0.00	0.43	0.20	-179.98	253	
16	12	3.62	7.48	0.00	0.21	0.25	-115.75	26	
17	12	3.33	6.51	0.00	0.19	0.25	-179.73	6	
18	12	1.26	6.92	0.00	0.22	0.24	-58.92	40	
19	12	2.63	6.71	0.00	0.36	0.22	-87.05	182	
20	12	3.59	6.86	0.00	0.18	0.25	159.78	2	
21	12	1.98	6.51	0.00	0.18	0.25	-11.22	2	
22	12	1.46	7.74	0.00	0.21	0.24	-54.74	27	
23	12	3.21	7.09	0.00	0.23	0.24	-118.08	54	
24	12	1.76	6.51	0.00	0.20	0.24	1.16	16	
26	12	3.31	7.71	0.00	0.21	0.24	-114.80	30	
1	13	1.92	7.73	0.00	0.22	0.24	-63.68	39	
2	13	1.57	6.89	0.00	0.19	0.25	5.05	11	
3	13	1.60	5.75	0.00	0.39	0.21	-177.57	214	
4	13	1.94	7.41	0.00	0.22	0.24	-61.61	39	
5	13	2.80	7.34	0.00	0.24	0.24	-103.24	64	
6	13	1.82	6.88	0.00	0.19	0.25	-2.22	12	
7	13	3.15	6.82	0.00	0.18	0.25	174.07	2	
8	13	3.72	7.68	0.00	0.21	0.24	-110.92	26	
9	13	1.45	6.51	0.00	0.21	0.25	0.60	30	
11	13	1.21	6.88	0.00	0.18	0.25	4.87	1	
12	13	1.49	7.23	0.00	0.20	0.24	-48.97	24	
13	13	0.98	5.72	0.00	0.40	0.21	-179.26	226	
14	13	3.44	6.86	0.00	0.18	0.25	163.86	1	
15	13	0.10	5.65	0.00	0.43	0.20	-180.00	254	
16	13	3.60	7.44	0.00	0.20	0.25	-113.98	24	
17	13	3.30	6.51	0.00	0.20	0.25	-179.72	25	
18	13	1.30	6.86	0.00	0.19	0.25	3.12	14	
19	13	2.65	6.29	0.00	0.41	0.20	-88.27	238	
20	13	3.59	6.86	0.00	0.18	0.25	161.69	1	
21	13	2.00	6.51	0.00	0.19	0.25	3.54	15	
22	13	1.49	7.70	0.00	0.20	0.25	-53.78	23	
23	13	3.16	6.99	0.00	0.24	0.24	-118.05	57	
24	13	1.80	6.51	0.00	0.20	0.24	1.50	25	
26	13	3.29	7.66	0.00	0.21	0.24	-114.82	28	
1	14	1.96	7.66	0.00	0.22	0.24	-65.06	41	
2	14	1.59	6.89	0.00	0.19	0.25	0.95	6	
3	14	1.17	5.73	0.00	0.40	0.21	-178.40	224	
4	14	1.98	7.33	0.00	0.23	0.24	-64.26	46	
5	14	2.76	7.20	0.00	0.27	0.23	-103.38	86	
6	14	1.84	6.88	0.00	0.19	0.25	-2.79	6	
7	14	3.15	6.82	0.00	0.18	0.25	139.16	0	
8	14	3.70	7.63	0.00	0.21	0.24	-114.28	26	
9	14	1.51	6.51	0.00	0.21	0.25	1.21	28	
11	14	1.21	6.89	0.00	0.18	0.25	4.41	1	
12	14	1.52	7.19	0.00	0.21	0.24	-52.86	27	
13	14	0.51	5.71	0.00	0.42	0.20	-178.71	249	
14	14	3.44	6.86	0.00	0.18	0.25	153.81	1	
16	14	3.58	7.40	0.00	0.20	0.25	-115.24	23	
17	14	3.26	6.51	0.00	0.20	0.25	177.53	19	
18	14	1.31	6.86	0.00	0.18	0.25	-0.06	1	
19	14	2.60	5.86	0.00	0.36	0.22	-135.86	181	
20	14	3.58	6.86	0.00	0.18	0.25	168.24	1	
21	14	2.10	6.29	0.00	0.32	0.22	-71.83	144	
22	14	1.51	7.66	0.00	0.20	0.25	-54.80	22	
23	14	3.10	6.88	0.00	0.24	0.24	-127.00	62	
24	14	1.85	6.51	0.00	0.21	0.24	1.51	27	
26	14	3.26	7.60	0.00	0.21	0.24	-115.73	30	
1	15	1.99	7.58	0.00	0.22	0.24	-65.23	44	
2	15	1.60	6.89	0.00	0.18	0.25	-1.75	4	
3	15	0.73	5.72	0.00	0.40	0.21	-178.50	225	
4	15	2.02	7.24	0.00	0.24	0.24	-65.75	57	
5	15	2.73	7.01	0.00	0.28	0.23	-96.10	102	
6	15	1.85	6.88	0.00	0.18	0.25	13.13	1	
7	15	3.15	6.82	0.00	0.20	0.25	-125.55	18	
8	15	3.68	7.58	0.00	0.21	0.24	-114.49	25	
9	15	1.56	6.51	0.00	0.20	0.25	1.39	21	
11	15	1.21	6.89	0.00	0.18	0.25	9.19	1	
12	15	1.55	7.15	0.00	0.21	0.24	-55.01	26	
13	15	0.01	5.70	0.00	0.43	0.20	-178.36	254	
14	15	3.43	6.86	0.00	0.18	0.25	168.19	1	
16	15	3.57	7.36	0.00	0.20	0.25	-115.15	22	
17	15	3.22	6.51	0.00	0.19	0.25	-179.63	13	
18	15	1.32	6.86	0.00	0.18	0.25	5.57	1	
19	15	2.27	5.69	0.00	0.38	0.21	-162.68	203	
20	15	3.58	6.86	0.00	0.18	0.25	163.48	1	
21	15	2.19	6.11	0.00	0.29	0.23	-41.50	110	
22	15	1.54	7.63	0.00	0.20	0.25	-54.62	21	
23	15	3.07	6.84	0.00	0.21	0.24	-123.53	34	
24	15	1.90	6.51	0.00	0.20	0.24	0.12	18	
26	15	3.24	7.55	0.00	0.21	0.24	-114.85	30	
1	16	2.03	7.50	0.00	0.23	0.24	-65.40	47	
2	16	1.61	6.89	0.00	0.19	0.25	0.29	7	
3	16	0.25	5.71	0.00	0.43	0.20	-178.52	250	
4	16	2.07	7.13	0.00	0.25	0.23	-67.75	75	
5	16	2.72	6.78	0.00	0.32	0.22	-89.98	141	
6	16	1.85	6.88	0.00	0.19	0.25	-2.69	4	
7	16	3.14	6.82	0.00	0.18	0.25	163.72	0	
8	16	3.66	7.54	0.00	0.20	0.25	-111.27	20	
9	16	1.60	6.51	0.00	0.20	0.25	-1.03	21	
11	16	1.21	6.89	0.00	0.18	0.25	22.86	1	
12	16	1.58	7.10	0.00	0.21	0.24	-57.38	30	
14	16	3.43	6.86	0.00	0.18	0.25	176.72	2	
16	16	3.55	7.32	0.00	0.20	0.25	-115.43	18	
17	16	3.20	6.51	0.00	0.18	0.25	173.60	4	
18	16	1.32	6.86	0.00	0.18	0.25	15.68	2	
19	16	1.83	5.63	0.00	0.42	0.20	-177.48	239	
20	16	3.58	6.86	0.00	0.18	0.25	164.86	1	
21	16	2.30	5.91	0.00	0.29	0.23	-145.36	113	
22	16	1.56	7.59	0.00	0.20	0.25	-54.86	22	
23	16	3.06	6.83	0.00	0.18	0.25	-152.23	0	
24	16	1.92	6.51	0.00	0.19	0.25	2.64	9	
26	16	3.21	7.50	0.00	0.20	0.24	-116.77	24	
1	17	2.07	7.42	0.00	0.23	0.24	-64.49	48	
2	17	1.62	6.89	0.00	0.19	0.25	2.10	7	
4	17	2.13	6.97	0.00	0.27	0.23	-72.13	90	
5	17	2.72	6.43	0.00	0.39	0.21	-89.23	216	
